label,message,,,
0,"""Real men don't date the most beautiful girl in the world, they date the girl who makes their world the most beautiful.""",,,
0,"Beauty isn't about having a pretty face. It's about having a pretty mind, a pretty heart, and a pretty soul.",,,
0,Distance means nothing when someone means everything.,,,
0,"""“If you judge people, you have no time to love them.” - Mother Teresa""",,,
0,I m in love with you.,,,
0,"Cheer up, sweet beautiful girl you are going to love again and it will be magnificent.",,,
0,"Sometimes love is like a cactus. The tighter you try to hold on, the more it hurts.",,,
0,We are more than friends but less than a couple.,,,
0,"My ""Heart"" is always your!",,,
0,"A true relationship is having someone who accepts your past, supports your present, loves you and encourages your future.",,,
0,"i love you, but i hate the way you act sometimes.",,,
0,The hardest thing is not talking to someone you used to talk to everyday.,,,
0,You don't mean ANYTHING to me... you mean EVERYTHING to me...,,,
0,Distance is just a test to see how far love can really go.,,,
0,Behind every beautiful girl is the ugly relationship that made her scared to love again.,,,
0,Just because we're not close anymore doesn't mean I don't care about you.,,,
0,"Relationships where you just sit around doing nothing,but still have fun because you're together. ♥",,,
0,"Don’t Make Me An Option, When I’ve Made You My Priority.",,,
0,"My love for you is like a circle, it has no end.",,,
0,"3 main rules in relationships: Dont lie, dont cheat and dont make promises you cant keep.",,,
0,"Dear Ladies if he takes time to argue with you, he cares about you more than you think.",,,
0,"We met, we talked, we liked, we called, we texted, we dated, we committed, I loved, you cheated, we're done, you're deleted.",,,
0,"A real boyfriend never ""gives up"" on his girl. He fights for her .",,,
0,There is always someone who loves you more than you know.,,,
0,"I'm loyal, but it always seems like I'm loyal to the wrong people.",,,
0,"When people get suspicious, trust disappears.",,,
0,Love yourself first and everything else falls into line.,,,
0,"You are every reason, every hope and every dream I've ever had.",,,
0,"True love doesn't have a happy ending,because True love never ends....",,,
0,"Looks aren't everything. Find a heart that will love you at your worst , & arms to hold you at your weakest. ♥",,,
0,"""Girls want a guy who say "" i love you "" every night and proves it every day .""",,,
0,"If you were thinking about someone, while Studying you're definitely in Love.",,,
0,A relationship will only go as far as you both want it to.,,,
0,"Maybe we don’t have a Perfect Relationship. We fought, argue, cry, commit mistakes. But we have Similarities, we’re both Love each other.",,,
0,"Texting is fine, calling is okay. But being with you is the best.",,,
0,True Love = No doubts + No jealousy + No worries then life is good.,,,
0,"I'm not ignoring you, I'm just waiting for you to talk to me first.",,,
0,"My ""last seen at"" was just to check your ""last seen at"".",,,
0,"I need someone who will actually stand by my side, no matter what mood i am in .",,,
0,why jump into a reationship if your clearly not over the last one? thats not fair to the other person,,,
0,I enjoy every moment I spend with you.,,,
0,"Love when you're ready, not when you are alone.",,,
1,"Never hurt people who love you a lot, because they won’t hurt you back. But they’ll probably have no choice but to leave you forever…",,,
1,"Don’t expect me to tell you what you did wrong. If you can’t figure it out yourself, then you are not ready to correct it,cos you did not know it was a mistake.",,,
1,I preferred walking away than fighting for you not because you were not worth fighting for but because you never asked me to stay…,,,
1,"Moving forward in life isn’t the hard part, it’s leaving behind someone, you thought was meant to move forward with you 🙁 🙁",,,
1,"Never cry for anyone in your life, because those you cry for don’t deserve your tears and those who are deserving will never let you cry.",,,
1,Seven billion people on this planet and I have 2 friends,,,
1,I know you won’t come back but my heart will take life long time to accept this.,,,
1,"When you are in a habit to talk someone daily, a day without talking to them feels like a year passed",,,
1,Value the person when they are alive don’t cry for them when they are dead.,,,
1,"A magic of songs and sound, When you are happy you just listen the song, but when you are sad you understand the song…",,,
1,Behind every flirty boy there is a girl who left him alone with no reasons!!,,,
1,"I don’t get tired of loving you. I just get tired of waiting, assuming, hearing lies, saying sorry and getting hurt.",,,
1,"The hardest thing to do is watch the person you love, love someone else.",,,
1,"I will never stop caring, but if you decide to push me away, I will go.",,,
1,It hurts when you have someone in your heart but can’t have in your arms….,,,
1,"The more you show your true feelings, the more people find ways to hurt you.",,,
1,It’s amazing how someone break your heart but you still love them with all little broken pieces.,,,
1,To the less fortunate… life is nothing but a tragedy,,,
1,"204 countries, 805 Islands, 7 seas, 7+ Billion people and I’m single!!!",,,
1,It’s sad when you realize you aren’t as important to someone as you thought you were..,,,
1,"Some battles have to be fought alone,Some paths have to be crossed alone, so never be emotionally attached with anyone you never know when you have to walk alone.",,,
1,Keep smiling… And one day life will become tired of upsetting you,,,
1,Never become a daughter of a house where there’s no mother 🙁,,,
1,One of the biggest mistakes I’ve ever made was expecting my happiness from others !!,,,
1,"The person who once topped the inbox, now flashes in “people you may know.”.!!",,,
1,"Everybody’s online, except the one I actually want too.",,,
1,"I take words very seriously, and it breaks my heart when I find out that people don’t actually mean what they say.",,,
1,That sad moment when you realize your childhood is over. 🙁,,,
1,"Life seems to be running on a road without any shelter, without any sign board & without any destination. 🙁",,,
1,Sometimes your voice is the medicine to all my diseases.,,,
1,The worst feeling in the world is knowing that u r no longer that important as u were. 🙁,,,
1,Its very eassy to say BUSSY when Someone needs you…But…. Its very hard to hear BUSSY when you need someone !!!,,,
1,"You don’t realise how lonely you r until it’s the end of the day and you have a bunch of things to talk about,but no one to Listen !!!",,,
1,Behind my smile is everything you’ll never understand.,,,
1,"No Matter How Hard I Try, No Matter How Many Relationships I Get Into…. It Will Never Replace The One I Just Lost.",,,
1,"I remember the way u used to look at me … and now, I notice the way u ignore me…",,,
1,The most painful goodbyes are the ones that never said and never explained.,,,
1,"Never expect things to happen. Its better to feel surprised,than to feel disappointed",,,
1,I don’t understand why I still cry for you when you don’t even think about me,,,
1,Sometimes it’t not the song that makes you emotional… it’s the people and things that come to your mind when you hear it.,,,
1,"I hate how we went from being strangers, to friends, to close friends, to almost sumthing more, to nothing 🙁",,,
1,I don’t think you know what you are doing to me.,,,
1,"Me and She makes best couple, but her dad always create trouble 🙁",,,
1,If I had one single wish… I would go back to the moment we kissed 🙁,,,
1,Sadness is when “last seen at” changes to “Online” & again to “last seen at” without reply,,,
1,If distance is a solution to reduce complications… I want to maintain this distance for eternity 🙁,,,
1,Tears are the last gift of TRUE LOVE…..,,,
1,Tired of making fake smile.,,,
1,I didn’t want to be the one to forget.,,,
1,It’s funny how other people are willing to do lots of brave things for you.. yet.. you still choose someone who can’t even offer you half of what others could 🙁 🙁,,,
1,"Sometimes silence is much better than talking , at least it don’t hurt 🙁 🙁 ",,,
1,"Feelings don’t walk away, people do 🙁",,,
1,Silence is the most powerful scream,,,
1,The most important part of moving on is letting go.,,,
1,If I die tomorrow u will miss me,,,
1,Don’t cry for the person who doesn’t know the value of your tears…,,,
1,"I still care, that ‘s the problem",,,
1,Please don’t interrupt me while I’m ignoring you,,,
1,"Missing someone hurts, but whats hurts even more, is knowing that you’r the reason that they’re gone.",,,
1,"You get no appreciation when you are nice, but people notice when you become bad.",,,
1,"People think I’m bad when I’m talking, But When I’m quiet is when you really have to worry!",,,
1,You will know a person’s heart by the way they treat their pets.,,,
1,It would be so much easier to dissapear..save everyone the trouble..,,,
1,OK for those who are wondering… NO! I’m NOT OK!.. I have NOT been for a while… I wont be for a long time…,,,
1,What breaks my heart into pieces is knowing that you will forget the things that I will remember forever.,,,
1,"Bruises will go away, eventually. Even the pain that caused them will too, but the memory of how it happened won’t.",,,
1,the worst feeling in the world is when you know that you both love each other but still you just can’t be together,,,
1,I may smile and i may laugh. But deep down my heart is a pain you’ll never guess.,,,
1,"I tell people I’m OK i tell myself I’m fine, then i look in the mirror and laugh until i cry because i know it was all just a lie.",,,
1,The more I do not talk to you does not make it any better it just makes my heart break even more everyday.,,,
1,Surrounded by many people who love me..but yet I’m so alone..why is that? Is it because your the only one not there./li>,,,
1,Emotionally..I am Done……Mentally..I am Drained…..Spiritually..I am Dead…..And Yet Physically..I Smile…,,,
1,You can crop me out of the pictures we took together…But You can never crop me out of the memories we shared ….,,,
1,One of the worst things that can happen to a person is to be forgotten by someone they will never forget.,,,
1,If the relationship does not make you a better person… then you are with the wrong person.,,,
1,Better by far you should forget and smile than that you should remember and be sad.,,,
1,Its mostly the scars that people can’t see that hurt the most….. they also take the longest to heal.,,,
1,I wish i could escape to a place. somewhere where the feelings and thoughts won’t be able to haunt me.,,,
1,It took seeing what my life is like without you to know that i want you in it. i’m sorry for ever hurting you.,,,
1,Every time I take a step forward in my life….. I get pushed two steps back…am I walking backwards?,,,
1,Sometimes what you don’t say is more powerful than what you do say.,,,
1,I smile during the day… I cry during the night…. Just hoping the pain will go away.,,,
1,Why is it that when we think we are finally happy we want to break down and cry because we think we don’t deserve it?,,,
1,I can hold back my tears and hide them with a smile but I can’t hide that hole in my heart…,,,
1,One day you may realise you lost a diamond while you were busy collecting stones.,,,
1,"If love is the best feeling in the world, then why does my heart hurt so much?",,,
1,I like to pretend that i am okay because I do not wanna annoy people with my problems.,,,
1,It`s not always the tears that measure the pain. Sometimes it`s the smile we fake.,,,
1,"Just when you think things are going smoothly and couldn’t get no better, the devil jumps in and screws everything up!",,,
1,i guess what they say is true. everything happens for a reason.,,,
1,"The longer I’m alone, the more I want it to stay that way..",,,
1,"Its funny how the ones you look up to the most, can be the ones to hurt you the most!",,,
1,"My actions are before blinded eyes, my voice falls on deafened ears.",,,
1,Surrounded by many people who love me..but yet I’m so alone..why is that? Is it because your the only one not there???,,,
1,Don`t be sad because it`s over. Smile because it happened,,,
1,"Just because I am smiling, doesnt mean my life is perfect.",,,
1,My life isnt perfect but i am thankful for everything i have.,,,
1,The sad moment when you find an old conversation between YOU and Someone you don't talk to anymore.,,,
1,"""A single moment of misunderstanding is so poisonous, that it makes us forget the hundred lovable moments spent together within a minute .""",,,
1,Too much trust sometimes Kills you.,,,
1,My weakness is that I care too much.,,,
1,I can’t trust someone who is friends with everyone.,,,
1,"I knw U Hv Blocked Me, But Still I luv To Watch Ur Blank Profile 💔",,,
1,"I think I’m afraid to be happy because whenever I get too happy, something bad always happens.",,,
1,"If you push me away I promise you, you won’t find me where you left me. My heart is big , but not big enough to deal with people, who decide to love me when it’s convenient for them.",,,
1,"A Lie is a Lie, no matter how big or how small.",,,
1,Tears are the last gift of TRUE LOVE....,,,
1,"Sometimes it feels so good to just sit by yourself,relax and not talk to anyone.",,,
1,I’m sorry I was not good enough. But i tried to be.,,,
1,"Sorry heart, but I am listening to my brain this time. I know better.",,,
1,I REALLY CARE ABOUT U BUT U CARE ABOUT SOMEONE ELSE WHO NEVER CARE ABOUT U,,,
1,"I'll never hurt you , what a LIE .",,,
1,More expectations break relations,,,
1,"Sometimes when I say: I'm okay. I want someone to look me in the eyes, hug me tight, and say: I know you're not.",,,
1,I feel like everything i do is wrong.,,,
1,Sometimes two people have to fall apart to realize how much they need to fall back together.,,,
1,The smile on my face doesn't mean my life is perfect.,,,
1,It's sad to be happy alone.,,,
1,I hope we meet again.,,,
1,“For some moments in life there are no words.”,,,
1,U Cant Switch Off Ur Feelings Just Because Other Person Did 💔💔,,,
1,"He is not really mine. We are not really together. But for what its worth, he is and will always be my sweetest whatever.",,,
1,I can feel you forgetting me.,,,
1,"Im loyal, but it always seems like Im loyal to the wrong people.",,,
1,I don’t regret my past. I just regret the time I have wasted with the wrong people.,,,
1,"Sadly, The only way some people will learn to appreciate you, is by losing you.",,,
1,"I dont hate you, I hate what you have done.",,,
1,Seriously boys dont understand how much a little word or move can affect a girl.,,,
1,"The truth is, I`m still waiting for you till now.",,,
1,From outside I am Smiling But It does not mean I am Happy.,,,
1,Bad relationship change good people.,,,
1,"Every time i trust somebody, they show me why i shouldnt.",,,
1,"Things change, but the way you made me feel that never will.",,,
1,"You can miss someone who died , you can miss someone who moved away, but the worst is when you miss someone you see everyday.",,,
1,"Every day, I am acting like I am okay but you'll never know the truth.",,,
1,I like to listen to sad music when I'm sad to make me double sad.,,,
1,"Don't promise when you're happy, don't reply when you're angry, and don't decide when you're sad.",,,
1,The heart was made to be broken.,,,
1,"I feel crappy inside,like something just broke.",,,
1,"Me and my heart, we got issues. Dont know if I should hate you or miss you.",,,
1,One of the worst mistakes you will do is walking away from the person who actually stood there and waited for you.,,,
1,I will wait till the day I can forget YOU or the day you realize you can’t forget Me.,,,
1,You think I have changed. Truth is you never really knew the real me.,,,
1,Real feelings don’t just “go away”.,,,
1,Why am I so afraid to lose you when you're not even mine?,,,
1,I’ve lost somebody who wasn’t even mine.,,,
1,"Sometimes, you have to smile to hold back the tears.",,,
1,People say follow your heart…but which way do you go when your heart breaks into two?,,,
1," When words fail, tears speak.. ",,,
1,Your boyfriend should treat you like his princess not like his bitch.,,,
1,I hate the fact that things between us never got better.,,,
1,Smile and no one will see how broken you are inside. ,,,
1,"One day you'll finally see, your biggest mistake was not loving me.",,,
1,i hate being jealous when i know i should not be.,,,
1,"I still love you, that's a fact. But a million apologies can't bring me back.",,,
1,Sometimes you have to know when to stop hoping :-(,,,
1,I wish you weren’t in my dreams.,,,
1,"The sad part isn't that we never talk, its that we used to talk everyday.",,,
1,It's so hard to forget someone that you shared so many memories with.,,,
1,Sadness does not come from bad circumstances. It comes from bad thoughts.,,,
1,Don't play with my heart if you have no intentions for a serious relationship.,,,
1,"You will find a girl prettier than me, smarter than me, and funnier than me, but you will never find a girl just like me.",,,
1,Thanks for texting me first and then ignoring my reply.,,,
1,I need something more to hold then just a phone.,,,
1,No one has ever loved anyone the way everyone wants to be loved.,,,
1,it’s funny how a person can hurt you so much when you were expecting it in the first place..,,,
1,"I fell for you, but you didn’t catch me..",,,
1,"No matter how much you tries to forget, it will always be there.",,,
1,"You were most precious trophy i had, But i was the best Game you Played.",,,
1,Relationships are like glass. Sometimes its better to leave them broken than hurt yourself trying to put it back together.,,,
1,"Dont blame me for leaving, blame yourself for not doing the right things to keep me.",,,
1,i will forgive you but the way i look at you will never be the same as it used to be.,,,
1,Memories are the only reason we cant move on.,,,
1,HOPE = Hold On Pain Ends.,,,
1,"""Many Books ARe Available On""""How To Love Someone..!"""" But, A Single Book Is Not Available On""""How To Forget The Truely Loveable One...!!""",,,
1,My mouth says I’M OK my fingers text I’M FINE my heart says I’M BROKEN,,,
1,PROMISE: We break them ……. MEMORIES: They break us :(,,,
1,I Wish I Could Give You My Pain So That You Understand How Much You Hurt Me.,,,
1,"I will always care for you, even if we are not together and even if we are far, far away from each other.",,,
1,"Why am I so afraid to lose YOU,when You are not even MINE.",,,
1,Apologies dont fix broken hearts.,,,
1,"The most painful goodbyes are the ones never said, but the heart already knows it's over.",,,
1,"The truth is: I can’t hate you, even if I try.",,,
1,What was my fault….?,,,
1,You know my name not my story.,,,
1,"I act like I don’t care, but inside, I care more than you can ever think.",,,
1,"Lies dont end relationships, The truth does.",,,
1,"I know I have no chance, but somehow I can't stop trying.",,,
1,"""How Strange!! ""Lies don't end relationships, usually the truth does..!"" RT""",,,
1,STOP wasting your tears on someone who doesn't care to make You SMILE.,,,
1,I was only a timepass in your life..But someday u wil truly realise that the time passed wid me was the most beautiful time ever.,,,
1,Never trust those people who don't understand your feelings.,,,
1,It's hard to move on when you still care.,,,
1,"Just because a relationship ends, doesnt mean two people stopped loving each other. sometimes, they just stopped hurting each other.",,,
1,It sucks when you are ignored by the one person whose attention means the world to you.,,,
1,I hate to see his face,,,
1,A dog is the only thing that can mend a crack in your broken heart,,,
1,"If I delete your number, you are basically deleted from my life.",,,
1,I'm slowly giving up.,,,
1,I hate seeing you because you bring back the feelings I tried so hard to forget.,,,
1,"Sorry For Caring, Sorry For Trying, But Most Of All, I am Sorry I Let You In.",,,
1,"When a relationship fails, its both their fault. One for giving up and walking away, and the other for not stopping them.",,,
1,Tears are prayers too. They travel to God when we can't speak.,,,
1,I want to be with someone who has experienced having a broken heart. So that they know exactly how it feels and won’t break mine.,,,
1,I have learned that sometimes “sorry” is not enough. Sometimes you actually have to change.,,,
1,i m so sorry my love...,,,
1,I love you - I trust you - I'm sorry - help me.,,,
1,I am sorry for felling sorry.,,,
1,Saying sorry was the biggest strength...!! ,,,
1,Don’t say sorry for something you are planning on repeating later.,,,
1,"i miss your smile, your face, your hugs.I miss you.",,,
1,"When your mood is upset for no reason,you're surely missing someone. ",,,
1,Nothing feels better than a surprise text from that person you miss.,,,
1,"When I miss you, I read our old conversation, smile like an idiot, listen to songs that remind me of you, Then miss you more",,,
1,"No calls, no texts, nothing but i’m still here thinking about you like Crazy.",,,
1,"I cant lie, I miss you.",,,
1,I am missing you and its killing me.,,,
1,Behind my smile is everything you’ll never understand.,,,
1,I wish my phone would vibrate right now and your name comes up on the screen.,,,
1,"i miss your smile, your face, your hugs. I miss you.",,,
1,"Hey Stupid , i still miss you , still love you , i hope you will realize.",,,
1,Do I miss you ? →everyday ←,,,
1,Missing someone & not being able to see them is the worst feeling ever.,,,
1,Sometimes a simple I MISS YOU can change everything ♥,,,
1,"When I close my eyes I see you, when I open my eyes I miss you.",,,
1,"Sometimes, its not the person you miss, its the feelings, moments and memories you had with them.",,,
1,"No calls, no texts, nothing but i am still here thinking about you like crazy.",,,
1,No texts.No calls.nothing.but i'm still here thinking about you like crazy. ,,,
1,I need you so much closer.,,,
1,I can't stop missing you.,,,
1,"I try not to miss you, but in the end I still do.",,,
1,I dont miss you. I miss the laughs. The smiles. The good times. The way things were.,,,
1,"No, I am not okay… I miss you.",,,
1,I miss your name lighting up my phone.,,,
1,"Whenever I miss you, I just HUG my pillow and imagine its YOU.",,,
1,"I Wish We Could Go Back To how we used to be, i miss that.",,,
1,A hug for you means I need you. A kiss for you means I love you. A call for you means I’m missing you.,,,
1,"The more I think of you, the more I love you and the more I miss you.",,,
1,"Where there is love, Nothing is missing.",,,
1,I’m missing something in my life these days. ,,,
1,I miss seeing your name show up on my phone.,,,
1,"I MISS YOU. A little too much, a little too often, and a little more every day.",,,
1,i miss the time when i actually meant something to you.,,,
1,Missing someone & not being able to see them is the worst feeling ever.,,,
1,Its never easy missing someone and knowing you cant do anything about it.,,,
1,"I still miss him, I miss him, I’m missing him.",,,
1,"i miss your smile, your face, your hugs.I miss you.",,,
1,"When your mood is upset for no reason,you're surely missing someone. ",,,
1,Nothing feels better than a surprise text from that person you miss.,,,
1,"When I miss you, I read our old conversation, smile like an idiot, listen to songs that remind me of you, Then miss you more",,,
1,"No calls, no texts, nothing but i’m still here thinking about you like Crazy.",,,
1,"I cant lie, I miss you.",,,
1,I am missing you and its killing me.,,,
1,Behind my smile is everything you’ll never understand.,,,
1,I wish my phone would vibrate right now and your name comes up on the screen.,,,
1,"i miss your smile, your face, your hugs. I miss you.",,,
1,"Hey Stupid , i still miss you , still love you , i hope you will realize.",,,
1,Do I miss you ? →everyday ←,,,
1,Missing someone & not being able to see them is the worst feeling ever.,,,
1,Sometimes a simple I MISS YOU can change everything ♥,,,
1,"When I close my eyes I see you, when I open my eyes I miss you.",,,
1,"Sometimes, its not the person you miss, its the feelings, moments and memories you had with them.",,,
1,"No calls, no texts, nothing but i am still here thinking about you like crazy.",,,
1,No texts.No calls.nothing.but i'm still here thinking about you like crazy. ,,,
1,I need you so much closer.,,,
1,I can't stop missing you.,,,
1,"I try not to miss you, but in the end I still do.",,,
1,I dont miss you. I miss the laughs. The smiles. The good times. The way things were.,,,
1,"No, I am not okay… I miss you.",,,
1,I miss your name lighting up my phone.,,,
1,"Whenever I miss you, I just HUG my pillow and imagine its YOU.",,,
1,"I Wish We Could Go Back To how we used to be, i miss that.",,,
1,A hug for you means I need you. A kiss for you means I love you. A call for you means I’m missing you.,,,
1,"The more I think of you, the more I love you and the more I miss you.",,,
1,"Where there is love, Nothing is missing.",,,
1,I’m missing something in my life these days. ,,,
1,I miss seeing your name show up on my phone.,,,
1,"I MISS YOU. A little too much, a little too often, and a little more every day.",,,
1,i miss the time when i actually meant something to you.,,,
1,Missing someone & not being able to see them is the worst feeling ever.,,,
1,Its never easy missing someone and knowing you cant do anything about it.,,,
1,"I still miss him, I miss him, I’m missing him.",,,
1,There’s always a person that you hate for no reason.,,,
1,Emotional pain will always hurt more than physical pain.,,,
1,My silence is just another word for my PAIN.,,,
1,"Sometimes, tears are a sign of unspoken happiness.. and smile is a sign of silenced pain..",,,
1,The pain is there to remind me that I'm still alive.,,,
1,I know my silence and my tears will heal my pain one day.,,,
1,Missing you can turn from pain to pleasure if I knew you were missing me too.,,,
1,The most painful goodbye's are those which were never said and never explained.,,,
1,"Love can't be proven with poems, promises, or presents. Sometimes, only pain and patience can prove it.",,,
1,The greatest pain that comes from love is loving someone you can never have.,,,
1,"Yes, I've changed. Pain does that to people.",,,
1,It hurts but it’s okay because we can’t force someone to feel the same as well we feel for them.,,,
1,Don't be much closer to anybody because a small change in their behavior hurts a lot.,,,
1,I care too much that’s how i get hurt.,,,
1,Hurt me with the truth But don't comfort me with a lie.,,,
1,"If you can go days without talking to me, i am obviously not that important to you.",,,
1,"You can close your eyes to the things you don’t want to see, but you can’t close your heart to the things you don’t want to feel.",,,
1,Some guys just dont realize how much one little thing can hurt a girl.,,,
1,"Promises are worse than lies because you dont just make them believe , you also make them HOPE",,,
1,"""PERFECT MATURITY"" is when a person hurts you, and you try to understand their siuation and don't hurt them back.",,,
1,It hurts when you realize you arent as important to someone as you thought you were.,,,
1,Sometimes i'm not angry i'm hurt and there's a big difference.,,,
1,Don't ask why someone keep hurting you. ASk yourself why you're allowing them.,,,
1,"Love is like a rubber band held at both ends of two people. When one leaves, it hurts the other.",,,
1,Love always Hurts.,,,
1,"Nothing hurts more than realizing he meant Everything to you, but you meant nothing to him.",,,
1,"I wish I could give you my pain just for one moment. Not to hurt you but rather so you can finally understand, how much you hurt me.",,,
1,"Don’t trust too much, don’t hope too much because that “too much” can hurt you so much.",,,
1,It hurts when you realize you aren't as important to someone as you thought you were.,,,
1,I feel like everything I do is wrong.,,,
1,"Erase the messages, delete the numbers and move on. You don’t have to forget them. just accept that they aren’t that person anymore.",,,
1,"Sometimes you're not in love, you just care too much to let go because you don't want to hurt them.",,,
1,You only get hurt if you actually give a fuck.,,,
1,LOVE is like HEAVEN...But it hurts like HELL...,,,
1,Sometimes i wish i had the guts to hurt you like you hurt me. But even if i had the chance. I wouldnt take it.,,,
1,I hope you'll realize how much you're hurting me someday.,,,
1,Time doesn't really heal a heart it just makes the heart forget about the pain...,,,
1,Sometimes it's better to be alone. Nobody can hurt you!,,,
1,"You fall in love, you get hurt. That’s life.",,,
1,The deepest people are the ones who've been hurt the most.,,,
1,"Forget who hurt you yesterday, but don't forget who loves you tenderly today.",,,
1,"Getting hurt doesnt make me stupid. It means i have enough hope and enough love in my heart, to always think the best of people.",,,
1,The only ones that can truly hurt you deeply are the ones you love.,,,
1,Nothing hurts more than realizing he was everything to you and you were nothing.,,,
1,"What hurts you today, makes you stronger tomorrow.",,,
1,"The hardest thing to do is watch the one you love , love someone else. ",,,
1,one day you`ll realize...all the love that i gave to you...is now being given to someone else ,,,
1,It hurts but it’s okay because we can’t force someone to feel the same as well we feel for them.,,,
1,Don't be much closer to anybody because a small change in their behavior hurts a lot.,,,
1,I care too much that’s how i get hurt.,,,
1,Hurt me with the truth But don't comfort me with a lie.,,,
1,"If you can go days without talking to me, i am obviously not that important to you.",,,
1,"You can close your eyes to the things you don’t want to see, but you can’t close your heart to the things you don’t want to feel.",,,
1,Some guys just dont realize how much one little thing can hurt a girl.,,,
1,"Promises are worse than lies because you dont just make them believe , you also make them HOPE",,,
1,"""PERFECT MATURITY"" is when a person hurts you, and you try to understand their siuation and don't hurt them back.",,,
1,It hurts when you realize you arent as important to someone as you thought you were.,,,
1,Sometimes i'm not angry i'm hurt and there's a big difference.,,,
1,Don't ask why someone keep hurting you. ASk yourself why you're allowing them.,,,
1,"Love is like a rubber band held at both ends of two people. When one leaves, it hurts the other.",,,
1,Love always Hurts.,,,
1,"Nothing hurts more than realizing he meant Everything to you, but you meant nothing to him.",,,
1,"I wish I could give you my pain just for one moment. Not to hurt you but rather so you can finally understand, how much you hurt me.",,,
1,"Don’t trust too much, don’t hope too much because that “too much” can hurt you so much.",,,
1,It hurts when you realize you aren't as important to someone as you thought you were.,,,
1,I feel like everything I do is wrong.,,,
1,"Erase the messages, delete the numbers and move on. You don’t have to forget them. just accept that they aren’t that person anymore.",,,
1,"Sometimes you're not in love, you just care too much to let go because you don't want to hurt them.",,,
1,You only get hurt if you actually give a fuck.,,,
1,LOVE is like HEAVEN...But it hurts like HELL...,,,
1,Sometimes i wish i had the guts to hurt you like you hurt me. But even if i had the chance. I wouldnt take it.,,,
1,I hope you'll realize how much you're hurting me someday.,,,
1,Time doesn't really heal a heart it just makes the heart forget about the pain...,,,
1,Sometimes it's better to be alone. Nobody can hurt you!,,,
1,"You fall in love, you get hurt. That’s life.",,,
1,The deepest people are the ones who've been hurt the most.,,,
1,"Forget who hurt you yesterday, but don't forget who loves you tenderly today.",,,
1,"Getting hurt doesnt make me stupid. It means i have enough hope and enough love in my heart, to always think the best of people.",,,
1,The only ones that can truly hurt you deeply are the ones you love.,,,
1,Nothing hurts more than realizing he was everything to you and you were nothing.,,,
1,"What hurts you today, makes you stronger tomorrow.",,,
1,"The hardest thing to do is watch the one you love , love someone else. ",,,
1,one day you`ll realize...all the love that i gave to you...is now being given to someone else ,,,
1,Silent people have the greatest heart.,,,
1,"When you're happy, you enjoy the music But when you're sad, you understand lyrics.",,,
1,I get jealous because I am afraid someone is going to make you happier than I do.,,,
1,Sometimes you need to run away just to see who will follow you.,,,
1,"If you a girl make laugh she likes you, but if you make her cry, she loves you.",,,
1,Your emotions trouble you only in those things which you call yours.,,,
1,"When you can tell your story and it doesn’t make you cry, that’s when you know you’ve healed.",,,
1,"Never assume that someone likes you by their sweetness. Sometimes, you're just an option when they're bored.",,,
1,You aren't worthy of her silence if you can't respect her feelings.,,,
1,We all get addicted to something that takes away the pain.,,,
1,"Dear Feelings, i need you to move on.",,,
1,No one stays with you permanently so learn to survive alone.,,,
1,"''Never search your happiness in other , it will makes you feel none search it in yourself you will feel happy even when you are left alone''",,,
1,i wish i could ignore you the way you ignore me.,,,
1,I understand why you left But what i dont understand why im still waiting for you?,,,
1,Sometimes you just have to stay silent because no words can explain what’s going on in your mind and heart.,,,
1,I feel so alone sometimes.,,,
1,"If you don't want me , don't mess with my feelings .",,,
1,Never depend on others too much because someday you will have to walk alone.,,,
1,It’s hard to forget someone who gave you so much to remember.,,,
1,Its better to just quietly miss someone rather than let them know and just get no response.,,,
1,"There are Billions of people in this world, but sometimes you really need just one.",,,
1,I never feel alone bcz loneliness is always with me,,,
1,"Sometimes i pretend that i dont care. But really, i care more than anyone else ever will.",,,
1,"No matter how hard you try, Some people will never change.",,,
1,I’m the type of girl who smiles to make everyone’s day. Even though I’m dying inside.,,,
1,I hate seeing you because you bring back the feelings I tried so hard to forget.,,,
1,When You Sit Alone ...You Sit With Your Past ... :(,,,
1,i am scared of getting too close to anyone because those who said that they will always be there for me.,,,
1,People who are always Online are the Loneliest ...Agree.?,,,
1,"I dont care who was before me, as long as I know there is nobody during me.",,,
1,"I Hope you will always Remember all the great memories we Created, Because i will.",,,
1,We may Forget the person but memories stay there forever ,,,
1,Just because we are not close anymore doesn’t mean I dont care about you.,,,
1,"Missing someone is a part of loving them, if you are never apart then you will never know how strong your love really is.",,,
1,Loneliness is better than a bad company., PO Box 5249," MK17 92H. 450Ppw 16""",
1,"“You told me I was perfect, but you still left. I should have known my perfect wouldn’t be good enough.”",,,
1,Dont cry over someone who wouldnt cry over you.,,,
1,"When she ignores you, thats when you need to talk to her the most.",,,
1,Sorry isn’t always enough. Sometimes you actually have to change.,,,
1,"Once upon a time, I was stupid enough to fall in love with you.",,,
1,Walking with a friend in the dark is better than walking alone in the light.,,,
1,"Every time you ignore me, i regret every text message that i have ever sent you.",,,
1,Sometimes I hate getting close to people because I think they will just walk out of my life no matter how close we are.,,,
1,"Some days I cant stop thinking about you, and other days I wonder why I am wasting my time.",,,
1,Some things will never go back to the way they used to be. No matter how much you miss them.,,,
1,"Dear Feelings, i need you to move on.",,,
1,No one stays with you permanently so learn to survive alone.,,,
